ROI_ID,ROI_Name,pIPS_Connectivity,LO_Connectivity,Difference,Abs_Difference,CI_Lower,CI_Upper,LOO_Reliability,Bootstrap_Significant,LOO_Significant,Combined_Significant,Direction,Condition,Analysis_Type
1,7Networks_LH_Vis_1,0.17280341415769523,0.19370144481460252,-0.02089803065690729,0.02089803065690729,-0.05264830488401154,0.012838962850057417,0.7222222222222222,False,False,False,LO > pIPS,tools,fc
2,7Networks_LH_Vis_2,0.20802145741052097,0.2772715720865462,-0.06925011467602521,0.06925011467602521,-0.10754553208955461,-0.03139354798735843,0.7222222222222222,True,False,False,LO > pIPS,tools,fc
3,7Networks_LH_Vis_3,0.12400468438863754,0.21154585894611147,-0.08754117455747393,0.08754117455747393,-0.13575834788175092,-0.048731346366306175,0.8888888888888888,True,True,True,LO > pIPS,tools,fc
4,7Networks_LH_Vis_4,0.15694593431221115,0.0490104597605144,0.10793547455169675,0.10793547455169675,0.08133329308669393,0.13655788623048767,0.9444444444444444,True,True,True,pIPS > LO,tools,fc
5,7Networks_LH_Vis_5,0.10180228118163843,0.18081571058266693,-0.0790134294010285,0.0790134294010285,-0.11261033992179564,-0.04752550293794939,0.8333333333333334,True,True,True,LO > pIPS,tools,fc
6,7Networks_LH_Vis_6,0.12393882436056931,0.05590583228816589,0.06803299207240343,0.06803299207240343,0.04548037960129375,0.09164983692850605,0.9444444444444444,True,True,True,pIPS > LO,tools,fc
7,7Networks_LH_Vis_7,0.13056075873060358,0.11712783740626441,0.013432921324339167,0.013432921324339167,-0.014475148678239834,0.039721034472394307,0.6111111111111112,False,False,False,pIPS > LO,tools,fc
8,7Networks_LH_Vis_8,0.20187631332212025,0.23933298844430181,-0.037456675122181565,0.037456675122181565,-0.061446910134206195,-0.01454432842632134,0.6666666666666666,True,False,False,LO > pIPS,tools,fc
9,7Networks_LH_Vis_9,0.16465128544304106,0.31531530453099144,-0.15066401908795038,0.15066401908795038,-0.19820274465406934,-0.10370694773478642,0.9444444444444444,True,True,True,LO > pIPS,tools,fc
10,7Networks_LH_Vis_10,0.19715573473109138,0.07878679947720633,0.11836893525388505,0.11836893525388505,0.09069984411924249,0.1439494075098385,0.9444444444444444,True,True,True,pIPS > LO,tools,fc
11,7Networks_LH_Vis_11,0.20453951135277748,0.35387635810507667,-0.1493368467522992,0.1493368467522992,-0.1883777359190086,-0.10813362300395966,0.8888888888888888,True,True,True,LO > pIPS,tools,fc
12,7Networks_LH_Vis_12,0.2022021036181185,0.08919191313907504,0.11301019047904345,0.11301019047904345,0.08428507069927743,0.14210669090453948,0.9444444444444444,True,True,True,pIPS > LO,tools,fc
13,7Networks_LH_Vis_13,0.16134056257497933,0.026352248878942594,0.13498831369603675,0.13498831369603675,0.10732779846681902,0.1609382654604916,1.0,True,True,True,pIPS > LO,tools,fc
14,7Networks_LH_Vis_14,0.18314277877410254,0.16248417438732254,0.020658604386779994,0.020658604386779994,-0.027002756375198556,0.06545101659268966,0.6111111111111112,False,False,False,pIPS > LO,tools,fc
15,7Networks_LH_SomMot_1,0.0854868855741289,0.06407811924711698,0.021408766327011913,0.021408766327011913,0.0133849134707513,0.029713295957642716,0.8888888888888888,True,True,True,pIPS > LO,tools,fc
